,subject,image_id,right,picture_t,sent_t,exist_object,age,sex,object_num,object_person_num,sent_len,target Area Proportion
141,12,3,True,1512.0,1088.0,True,23,female,7,5,6,0.05593743021051255
142,12,4,True,1313.0,1006.0,True,23,female,10,5,3,0.09158368141138498
143,12,5,True,1218.0,1553.0,True,23,female,3,2,4,0.05937824465224667
144,12,6,True,2290.0,2523.0,True,23,female,33,9,9,0.0558711852737467
145,12,7,True,2906.0,2530.0,False,23,female,13,12,10,
146,12,8,True,4146.0,2275.0,False,23,female,3,2,3,
147,12,9,True,1809.0,721.0,False,23,female,6,3,8,
148,12,10,True,1638.0,143.0,True,23,female,23,12,8,0.047453544319705096
149,12,11,True,1389.0,644.0,False,23,female,9,3,4,
150,12,12,True,1477.0,745.0,False,23,female,16,14,3,
151,12,13,False,1043.0,478.0,True,23,female,4,3,3,0.12236929339871193
152,12,14,True,1385.0,652.0,False,23,female,8,2,2,
153,12,15,True,1995.0,483.0,True,23,female,5,3,3,0.10150235234215885
154,12,16,True,1227.0,744.0,True,23,female,4,2,4,0.05243384000651042
155,12,17,True,2291.0,947.0,False,23,female,12,11,7,
156,12,18,True,1972.0,2717.0,False,23,female,7,4,2,
157,12,19,True,3096.0,2611.0,False,23,female,8,4,8,
158,12,20,False,3430.0,3086.0,True,23,female,19,4,13,0.06712355335771276
159,12,21,True,804.0,805.0,True,23,female,4,2,4,0.17563542583626757
160,12,22,True,881.0,997.0,True,23,female,5,2,7,0.11650467050209203
161,12,23,True,865.0,688.0,True,23,female,3,2,4,0.30480195866666654
162,12,24,False,2309.0,4171.0,False,23,female,7,4,21,
163,12,25,True,1690.0,1003.0,True,23,female,7,4,9,0.06720385783450704
164,12,26,True,3261.0,698.0,True,23,female,11,7,6,0.16774556041422714
165,12,27,True,1073.0,444.0,True,23,female,8,5,5,0.044512580729166674
166,12,28,True,1490.0,418.0,False,23,female,7,3,7,
167,12,29,True,1837.0,1947.0,True,23,female,13,11,13,0.08386176215277776
168,12,30,True,5095.0,2488.0,False,23,female,19,18,15,
169,12,31,True,1782.0,2947.0,False,23,female,8,7,8,
170,12,32,True,1488.0,599.0,True,23,female,4,2,7,0.11873057682291664
171,12,33,True,3253.0,575.0,False,23,female,4,2,5,
172,12,34,True,2493.0,2278.0,False,23,female,4,2,11,
173,12,35,False,5050.0,619.0,True,23,female,7,2,4,0.05901558533333333
174,12,36,False,2464.0,1071.0,True,23,female,10,9,10,0.024807356567382803
175,12,37,True,2644.0,776.0,False,23,female,5,2,8,
176,12,38,True,1481.0,616.0,True,23,female,5,2,4,0.19203041941754695
177,12,39,True,1131.0,625.0,True,23,female,6,3,4,0.06790933494373781
178,12,40,True,2231.0,482.0,False,23,female,8,7,2,
179,12,41,True,3341.0,500.0,False,23,female,18,13,5,
180,12,42,True,1429.0,482.0,True,23,female,5,3,8,0.13581856204156473
181,12,43,True,1037.0,554.0,True,23,female,16,8,9,0.12506303613281247
182,12,44,True,2630.0,726.0,True,23,female,5,4,7,0.23060029333333337
183,12,45,True,1981.0,429.0,True,23,female,9,4,4,0.07582185638142522
184,12,46,True,1929.0,553.0,True,23,female,7,3,4,0.08358820003531073
185,12,47,True,2016.0,598.0,False,23,female,2,2,7,
186,12,48,True,1434.0,829.0,False,23,female,3,2,12,
187,12,49,True,1793.0,405.0,False,23,female,4,2,5,
188,12,50,True,1572.0,4063.0,False,23,female,5,2,12,
189,12,51,True,2698.0,1837.0,False,23,female,17,6,12,
190,12,52,True,1926.0,574.0,False,23,female,6,2,2,
191,12,53,True,1076.0,1310.0,True,23,female,3,2,4,0.1788240727968096
192,12,54,True,1884.0,2268.0,False,23,female,5,2,11,
193,12,55,True,1455.0,1817.0,True,23,female,24,8,9,0.06307643112470518
194,12,56,True,2343.0,2064.0,False,23,female,6,3,2,
195,12,57,True,1746.0,3183.0,True,23,female,7,2,11,0.051636123276115005
196,12,58,True,1906.0,706.0,False,23,female,3,3,8,
197,12,59,True,1317.0,783.0,True,23,female,6,3,8,0.03906984252354788
198,12,60,True,1500.0,1341.0,False,23,female,4,4,12,
199,12,61,True,1427.0,670.0,False,23,female,5,4,10,
200,12,62,True,958.0,2567.0,True,23,female,9,4,8,0.2083508837890625
201,12,63,True,2244.0,3221.0,False,23,female,11,2,15,
202,12,64,True,1825.0,941.0,False,23,female,20,9,6,
203,12,65,True,2492.0,640.0,False,23,female,4,2,11,
204,12,66,True,1105.0,709.0,True,23,female,5,3,5,0.24814582480000003
205,12,67,True,2972.0,900.0,True,23,female,12,8,8,0.17004618522135412
206,12,68,False,1686.0,703.0,False,23,female,10,3,7,
207,12,69,True,2469.0,2076.0,False,23,female,11,10,12,
208,12,70,True,1569.0,2104.0,False,23,female,12,2,14,
209,12,71,True,1792.0,657.0,False,23,female,7,4,8,
210,12,72,True,970.0,4211.0,False,23,female,3,2,20,
211,12,73,True,3287.0,693.0,True,23,female,6,3,2,0.04552086101541994
212,12,74,False,1321.0,2168.0,True,23,female,9,7,10,0.042352121267564394
213,12,75,False,3199.0,923.0,False,23,female,5,5,7,
214,12,76,True,1044.0,586.0,True,23,female,7,3,5,0.14747116746115818
215,12,77,True,1372.0,506.0,True,23,female,3,2,8,0.07533957112630209
216,12,78,True,2065.0,603.0,False,23,female,10,8,7,
217,12,79,True,4154.0,1508.0,False,23,female,10,5,12,
218,12,80,True,1022.0,467.0,True,23,female,4,2,2,0.22994266009221312
219,12,81,False,5706.0,827.0,False,23,female,12,11,8,
220,12,82,True,907.0,673.0,True,23,female,5,2,4,0.05136393662177986
221,12,83,True,1932.0,913.0,False,23,female,15,12,10,
222,12,84,True,1308.0,511.0,True,23,female,5,2,5,0.07433707447562357
223,12,85,True,1298.0,939.0,True,23,female,7,2,10,0.10330699055989583
224,12,86,True,2763.0,580.0,False,23,female,13,6,9,
225,12,87,True,2746.0,1065.0,True,23,female,13,11,12,0.18816536738875886
226,12,88,True,2163.0,506.0,False,23,female,12,4,5,
227,12,89,True,1368.0,599.0,True,23,female,15,13,5,0.08290406726726725
228,12,90,True,2782.0,1080.0,False,23,female,2,1,9,
229,12,91,True,847.0,647.0,True,23,female,7,3,8,0.24057339249121773
230,12,92,True,2280.0,521.0,False,23,female,8,7,2,
231,12,93,False,3396.0,538.0,False,23,female,16,10,6,
232,12,94,True,1858.0,532.0,False,23,female,15,11,3,
233,12,95,True,1898.0,1824.0,True,23,female,16,5,14,0.04280135349264706
234,12,96,True,1476.0,590.0,True,23,female,13,4,8,0.0455782176724138
235,12,97,True,1556.0,701.0,False,23,female,9,8,5,
236,12,98,True,962.0,590.0,False,23,female,9,3,7,
237,12,99,True,1249.0,516.0,True,23,female,7,4,4,0.09411799454771663
238,13,0,True,855.0,2891.0,True,23,male,6,2,6,0.07933554077148436
239,13,1,True,797.0,2123.0,True,23,male,4,2,4,0.16137969481850117
240,13,2,True,1903.0,2299.0,True,23,male,7,6,3,0.05680589225260416
241,13,3,True,1104.0,2115.0,True,23,male,7,5,6,0.05593743021051255
242,13,4,True,1463.0,1262.0,True,23,male,10,5,3,0.09158368141138498
243,13,5,True,883.0,1268.0,True,23,male,3,2,4,0.05937824465224667
244,13,6,True,1925.0,3952.0,True,23,male,33,9,9,0.0558711852737467
245,13,7,True,2092.0,2550.0,False,23,male,13,12,10,
246,13,8,True,7845.0,1822.0,False,23,male,3,2,3,
247,13,9,True,2642.0,3451.0,False,23,male,6,3,8,
248,13,10,True,3900.0,1535.0,True,23,male,23,12,8,0.047453544319705096
249,13,11,True,2091.0,1517.0,False,23,male,9,3,4,
250,13,12,True,1639.0,1583.0,False,23,male,16,14,3,
251,13,13,False,1118.0,1050.0,True,23,male,4,3,3,0.12236929339871193
252,13,14,True,2533.0,3900.0,False,23,male,8,2,2,
253,13,15,True,2676.0,988.0,True,23,male,5,3,3,0.10150235234215885
254,13,16,False,1472.0,3066.0,True,23,male,4,2,4,0.05243384000651042
255,13,17,True,1026.0,1793.0,False,23,male,12,11,7,
256,13,18,True,1353.0,977.0,False,23,male,7,4,2,
257,13,19,True,1375.0,1547.0,False,23,male,8,4,8,
258,13,20,True,2916.0,2883.0,True,23,male,19,4,13,0.06712355335771276
259,13,21,True,765.0,2724.0,True,23,male,4,2,4,0.17563542583626757
260,13,22,True,1017.0,2047.0,True,23,male,5,2,7,0.11650467050209203
261,13,23,True,996.0,945.0,True,23,male,3,2,4,0.30480195866666654
262,13,24,False,3877.0,7441.0,False,23,male,7,4,21,
263,13,25,True,1449.0,4117.0,True,23,male,7,4,9,0.06720385783450704
264,13,26,True,1391.0,1732.0,True,23,male,11,7,6,0.16774556041422714
265,13,27,True,1008.0,1310.0,True,23,male,8,5,5,0.044512580729166674
266,13,28,True,1102.0,1935.0,False,23,male,7,3,7,
267,13,29,True,1410.0,3273.0,True,23,male,13,11,13,0.08386176215277776
268,13,30,True,2362.0,3657.0,False,23,male,19,18,15,
269,13,31,True,4184.0,1945.0,False,23,male,8,7,8,
270,13,32,True,1139.0,1440.0,True,23,male,4,2,7,0.11873057682291664
271,13,33,True,1422.0,897.0,False,23,male,4,2,5,
272,13,34,True,2971.0,2149.0,False,23,male,4,2,11,
273,13,35,True,1891.0,1020.0,True,23,male,7,2,4,0.05901558533333333
274,13,36,True,1492.0,1982.0,True,23,male,10,9,10,0.024807356567382803
275,13,37,True,2807.0,1443.0,False,23,male,5,2,8,
276,13,38,True,950.0,1031.0,True,23,male,5,2,4,0.19203041941754695
277,13,39,True,1306.0,971.0,True,23,male,6,3,4,0.06790933494373781
278,13,40,True,1459.0,994.0,False,23,male,8,7,2,
279,13,41,True,2405.0,1963.0,False,23,male,18,13,5,
280,13,42,True,1852.0,3266.0,True,23,male,5,3,8,0.13581856204156473
281,13,43,True,987.0,3762.0,True,23,male,16,8,9,0.12506303613281247
282,13,44,True,2125.0,1092.0,True,23,male,5,4,7,0.23060029333333337
283,13,45,True,1020.0,1146.0,True,23,male,9,4,4,0.07582185638142522
284,13,46,True,967.0,965.0,True,23,male,7,3,4,0.08358820003531073
285,13,47,True,1355.0,1560.0,False,23,male,2,2,7,
286,13,48,False,2164.0,2520.0,False,23,male,3,2,12,
287,13,49,True,2520.0,3509.0,False,23,male,4,2,5,
288,13,50,True,1945.0,5631.0,False,23,male,5,2,12,
289,13,51,True,1064.0,3538.0,False,23,male,17,6,12,
290,13,52,True,2434.0,1218.0,False,23,male,6,2,2,
291,13,53,True,3416.0,1007.0,True,23,male,3,2,4,0.1788240727968096
292,13,54,True,1152.0,4031.0,False,23,male,5,2,11,
293,13,55,True,1010.0,1334.0,True,23,male,24,8,9,0.06307643112470518
294,13,56,True,1254.0,835.0,False,23,male,6,3,2,
295,13,57,True,4044.0,2060.0,True,23,male,7,2,11,0.051636123276115005
296,13,58,True,1696.0,2144.0,False,23,male,3,3,8,
297,13,59,True,1280.0,2092.0,True,23,male,6,3,8,0.03906984252354788
298,13,60,True,2354.0,1364.0,False,23,male,4,4,12,
299,13,61,True,954.0,1376.0,False,23,male,5,4,10,
300,13,62,True,873.0,4220.0,True,23,male,9,4,8,0.2083508837890625
301,13,63,True,1362.0,2481.0,False,23,male,11,2,15,
302,13,64,True,1891.0,940.0,False,23,male,20,9,6,
303,13,65,True,1164.0,1792.0,False,23,male,4,2,11,
304,13,66,True,926.0,1009.0,True,23,male,5,3,5,0.24814582480000003
305,13,67,True,1009.0,2215.0,True,23,male,12,8,8,0.17004618522135412
306,13,68,False,1245.0,1637.0,False,23,male,10,3,7,
307,13,69,True,990.0,2759.0,False,23,male,11,10,12,
308,13,70,True,926.0,3009.0,False,23,male,12,2,14,
309,13,71,True,2993.0,1747.0,False,23,male,7,4,8,
310,13,72,True,1652.0,6300.0,False,23,male,3,2,20,
311,13,73,True,2640.0,871.0,True,23,male,6,3,2,0.04552086101541994
312,13,74,True,2062.0,4250.0,True,23,male,9,7,10,0.042352121267564394
313,13,75,False,2252.0,1339.0,False,23,male,5,5,7,
314,13,76,True,1321.0,1416.0,True,23,male,7,3,5,0.14747116746115818
315,13,77,True,1703.0,2062.0,True,23,male,3,2,8,0.07533957112630209
316,13,78,True,1220.0,1732.0,False,23,male,10,8,7,
317,13,79,True,1632.0,3096.0,False,23,male,10,5,12,
318,13,80,True,821.0,1855.0,True,23,male,4,2,2,0.22994266009221312
319,13,81,False,1696.0,1467.0,False,23,male,12,11,8,
320,13,82,True,854.0,1091.0,True,23,male,5,2,4,0.05136393662177986
321,13,83,True,974.0,1304.0,False,23,male,15,12,10,
322,13,84,True,869.0,946.0,True,23,male,5,2,5,0.07433707447562357
323,13,85,True,828.0,3073.0,True,23,male,7,2,10,0.10330699055989583
324,13,86,True,1901.0,1623.0,False,23,male,13,6,9,
325,13,87,True,1699.0,2760.0,True,23,male,13,11,12,0.18816536738875886
326,13,88,True,1337.0,1022.0,False,23,male,12,4,5,
327,13,89,True,932.0,1057.0,True,23,male,15,13,5,0.08290406726726725
328,13,90,True,1224.0,1697.0,False,23,male,2,1,9,
329,13,91,True,790.0,1317.0,True,23,male,7,3,8,0.24057339249121773
330,13,92,True,1795.0,888.0,False,23,male,8,7,2,
331,13,93,False,1503.0,2873.0,False,23,male,16,10,6,
332,13,94,True,939.0,1248.0,False,23,male,15,11,3,
333,13,95,True,1251.0,3109.0,True,23,male,16,5,14,0.04280135349264706
334,13,96,True,1324.0,1679.0,True,23,male,13,4,8,0.0455782176724138
335,13,97,True,2436.0,973.0,False,23,male,9,8,5,
336,13,98,True,1584.0,1639.0,False,23,male,9,3,7,
337,13,99,True,839.0,1222.0,True,23,male,7,4,4,0.09411799454771663
338,14,0,True,2219.0,2014.0,True,23,male,6,2,6,0.07933554077148436
339,14,1,True,876.0,1267.0,True,23,male,4,2,4,0.16137969481850117
340,14,2,True,1677.0,3876.0,True,23,male,7,6,3,0.05680589225260416
341,14,3,True,1448.0,1330.0,True,23,male,7,5,6,0.05593743021051255
342,14,4,True,915.0,1111.0,True,23,male,10,5,3,0.09158368141138498
343,14,5,True,892.0,1919.0,True,23,male,3,2,4,0.05937824465224667
344,14,7,True,6270.0,3085.0,False,23,male,13,12,10,
345,14,8,True,1403.0,1909.0,False,23,male,3,2,3,
346,14,9,True,1399.0,2374.0,False,23,male,6,3,8,
347,14,10,True,2257.0,1757.0,True,23,male,23,12,8,0.047453544319705096
348,14,11,True,1044.0,2624.0,False,23,male,9,3,4,
349,14,12,True,1462.0,732.0,False,23,male,16,14,3,
350,14,13,True,981.0,937.0,True,23,male,4,3,3,0.12236929339871193
351,14,14,True,683.0,712.0,False,23,male,8,2,2,
352,14,15,True,1131.0,1762.0,True,23,male,5,3,3,0.10150235234215885
353,14,16,True,1217.0,1420.0,True,23,male,4,2,4,0.05243384000651042
354,14,17,True,750.0,1529.0,False,23,male,12,11,7,
355,14,18,True,2329.0,683.0,False,23,male,7,4,2,
356,14,19,True,1753.0,1723.0,False,23,male,8,4,8,
357,14,20,True,6058.0,4804.0,True,23,male,19,4,13,0.06712355335771276
358,14,21,True,2521.0,7088.0,True,23,male,4,2,4,0.17563542583626757
359,14,22,True,671.0,2252.0,True,23,male,5,2,7,0.11650467050209203
360,14,23,True,494.0,884.0,True,23,male,3,2,4,0.30480195866666654
361,14,24,True,427.0,8788.0,False,23,male,7,4,21,
362,14,25,True,2059.0,4057.0,True,23,male,7,4,9,0.06720385783450704
363,14,26,True,1057.0,1217.0,True,23,male,11,7,6,0.16774556041422714
364,14,27,True,788.0,742.0,True,23,male,8,5,5,0.044512580729166674
365,14,28,True,700.0,1314.0,False,23,male,7,3,7,
366,14,29,True,1340.0,1713.0,True,23,male,13,11,13,0.08386176215277776
367,14,30,True,4043.0,1874.0,False,23,male,19,18,15,
368,14,31,True,709.0,2087.0,False,23,male,8,7,8,
369,14,32,True,886.0,829.0,True,23,male,4,2,7,0.11873057682291664
370,14,33,True,5589.0,927.0,False,23,male,4,2,5,
371,14,34,False,1162.0,3286.0,False,23,male,4,2,11,
372,14,35,True,1341.0,1345.0,True,23,male,7,2,4,0.05901558533333333
373,14,36,True,1466.0,1583.0,True,23,male,10,9,10,0.024807356567382803
374,14,37,False,3326.0,827.0,False,23,male,5,2,8,
375,14,38,True,1130.0,1465.0,True,23,male,5,2,4,0.19203041941754695
376,14,39,True,1673.0,1047.0,True,23,male,6,3,4,0.06790933494373781
377,14,40,True,2098.0,818.0,False,23,male,8,7,2,
378,14,41,False,5952.0,1209.0,False,23,male,18,13,5,
379,14,42,False,1258.0,1228.0,True,23,male,5,3,8,0.13581856204156473
380,14,43,True,4429.0,4396.0,True,23,male,16,8,9,0.12506303613281247
381,14,44,True,1332.0,1003.0,True,23,male,5,4,7,0.23060029333333337
382,14,45,True,1260.0,1347.0,True,23,male,9,4,4,0.07582185638142522
383,14,46,True,739.0,1143.0,True,23,male,7,3,4,0.08358820003531073
384,14,47,True,2218.0,1487.0,False,23,male,2,2,7,
385,14,48,False,1434.0,1614.0,False,23,male,3,2,12,
386,14,49,True,2603.0,937.0,False,23,male,4,2,5,
387,14,50,True,923.0,4330.0,False,23,male,5,2,12,
388,14,51,True,978.0,8231.0,False,23,male,17,6,12,
389,14,52,True,3884.0,989.0,False,23,male,6,2,2,
390,14,53,True,2061.0,794.0,True,23,male,3,2,4,0.1788240727968096
391,14,54,True,626.0,2285.0,False,23,male,5,2,11,
392,14,55,True,1080.0,934.0,True,23,male,24,8,9,0.06307643112470518
393,14,56,True,819.0,714.0,False,23,male,6,3,2,
394,14,57,True,2268.0,2326.0,True,23,male,7,2,11,0.051636123276115005
395,14,58,True,1435.0,1284.0,False,23,male,3,3,8,
396,14,59,True,1195.0,1035.0,True,23,male,6,3,8,0.03906984252354788
397,14,60,True,3367.0,1636.0,False,23,male,4,4,12,
398,14,61,True,3962.0,956.0,False,23,male,5,4,10,
399,14,62,True,764.0,990.0,True,23,male,9,4,8,0.2083508837890625
400,14,63,False,2441.0,1446.0,False,23,male,11,2,15,
401,14,64,True,4621.0,1524.0,False,23,male,20,9,6,
402,14,65,True,1297.0,1122.0,False,23,male,4,2,11,
