,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
10,0.7818343722172751_0.4395017793594306,0.3836104513064133_0.6476868327402135,0.6608811748998665_0.33629893238434166,0.06382978723404255_0.3398576512455516,0.11611374407582939_0.6530249110320284,0.19389978213507625_0.6103202846975089,0.815595363540569_0.30604982206405695,0.9626168224299065_0.4928825622775801,0.6194926568758344_0.4928825622775801,0.05344418052256532_0.3612099644128114,0.3599585062240664_0.37544483985765126,0.5793991416309013_0.5498220640569395,0.9257075471698113_0.6192170818505338,0.8681710213776722_0.7295373665480427,0.6101468624833111_0.9875444839857651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0.7604630454140695_0.33807829181494664,0.34085510688836107_0.6743772241992882,0.6461949265687583_0.304270462633452,0.04654255319148936_0.3879003558718861,0.14218009478672985_0.599644128113879,0.23311546840958605_0.5569395017793595,0.8124341412012644_0.35765124555160144,-1_-1,-1_-1,-1_-1,0.3703319502074689_0.32562277580071175,-1_-1,-1_-1,0.5356294536817102_0.5231316725978647,-1_-1,0.24316939890710382_0.697508896797153,0.10146862483311081_0.5907473309608541,-1_-1,-1_-1,-1_-1,-1_-1,0.6327014218009479_0.5800711743772242,0.5372340425531915_0.6708185053380783,0.2589073634204275_0.6192170818505338,0.7339667458432304_0.4092526690391459,0.2571090047393365_0.43238434163701067,0.5573333333333333_0.902135231316726,0.11081441922563418_0.6334519572953736,-1_-1,0.5235235235235235_0.9928825622775801,0.03914590747330961_0.47330960854092524,-1_-1,0.31108144192256343_0.3896797153024911,-1_-1,-1_-1,0.12351543942992874_0.7793594306049823,0.16903914590747332_0.09430604982206406,-1_-1,0.42417061611374407_0.31494661921708184,0.36160714285714285_0.4786476868327402,-1_-1,0.6635514018691588_0.604982206405694,0.6621160409556314_0.04448398576512456,0.6608811748998665_0.4395017793594306,0.6942590120160214_0.24555160142348753,0.3488095238095238_0.304270462633452,0.7155511811023622_0.4697508896797153,-1_-1,0.17976190476190476_0.6334519572953736,-1_-1,-1_-1,-1_-1,-1_-1,0.5611702127659575_0.31494661921708184,-1_-1,0.30424528301886794_0.4430604982206406,-1_-1,-1_-1,-1_-1,0.8226950354609929_0.3416370106761566,-1_-1,-1_-1,0.36104513064133015_0.4377224199288256,0.2980997624703088_0.5854092526690391,-1_-1,-1_-1,0.8331108144192256_0.42526690391459077,0.09612817089452604_0.6405693950177936,-1_-1,-1_-1,-1_-1,-1_-1,-1_-1,-1_-1,0.22565320665083136_0.19395017793594305,-1_-1,0.21543408360128619_0.4181494661921708,0.9172229639519359_0.37722419928825623,-1_-1,0.5533807829181495_0.3683274021352313,0.684085510688836_0.5551601423487544,0.945260347129506_0.4822064056939502,0.5173333333333333_0.48576512455516013,-1_-1,0.7865030674846626_0.4822064056939502,0.6662216288384513_0.3736654804270463,-1_-1,0.7493333333333333_0.5338078291814946,-1_-1,0.5527876631079478_0.6423487544483986,-1_-1,0.32897862232779096_0.4822064056939502,-1_-1,0.8791469194312796_0.7686832740213523,-1_-1,0.24396782841823056_0.5355871886120996,-1_-1,-1_-1,-1_-1,0.49524940617577196_0.7597864768683275
12,0.7628099173553718_0.4512396694214876,0.4194260485651214_0.6611570247933884,0.6501240694789082_0.3768595041322314,0.08888888888888889_0.43140495867768597,0.3564356435643564_0.5851239669421487,0.20850202429149797_0.7272727272727273,0.8021547502448579_0.35537190082644626,-1_-1,-1_-1,-1_-1,0.38439306358381503_0.5652892561983471,-1_-1,-1_-1,0.5629139072847682_0.7834710743801653,-1_-1,0.15862944162436549_0.6958677685950413,0.1513647642679901_0.7173553719008264,-1_-1,-1_-1,-1_-1,-1_-1,0.6985698569856986_0.7173553719008264,0.554320987654321_0.7123966942148761,0.2709251101321586_0.7603305785123967,0.11699779249448124_0.22148760330578512,0.2761276127612761_0.5917355371900826,0.5099009900990099_0.5256198347107438,0.11910669975186104_0.596694214876033,-1_-1,0.5479069767441861_0.9322314049586777,-1_-1,-1_-1,0.27543424317617865_0.3933884297520661,-1_-1,-1_-1,-1_-1,0.03801652892561983_0.09752066115702479,-1_-1,0.40154015401540155_0.4826446280991736,0.3416149068322981_0.5570247933884298,-1_-1,-1_-1,0.3953488372093023_0.1884297520661157,0.7382133995037221_0.5454545454545454,0.7158808933002482_0.6,0.3307522123893805_0.5190082644628099,0.827996340347667_0.571900826446281,-1_-1,-1_-1,-1_-1,-1_-1,-1_-1,-1_-1,0.6419753086419753_0.512396694214876,-1_-1,0.33187294633077763_0.5685950413223141,-1_-1,0.6611661166116611_0.39008264462809916,-1_-1,0.8174342105263158_0.35702479338842974,-1_-1,-1_-1,0.28193832599118945_0.6380165289256199,-1_-1,-1_-1,-1_-1,0.847394540942928_0.6595041322314049,0.18610421836228289_0.8165289256198347,0.6768893756845564_0.3338842975206612,-1_-1,-1_-1,-1_-1,-1_-1,0.10334645669291338_0.6347107438016529,0.8465783664459161_0.26776859504132233,0.4205298013245033_0.45289256198347105,0.24776119402985075_0.3950413223140496,0.9602977667493796_0.5570247933884298,-1_-1,-1_-1,0.7384105960264901_0.6611570247933884,0.6029776674937966_0.5371900826446281,0.49504950495049505_0.5636363636363636,-1_-1,0.7733485193621867_0.596694214876033,0.673697270471464_0.3785123966942149,-1_-1,0.6287128712871287_0.7570247933884298,-1_-1,0.5561674008810573_0.8066115702479338,-1_-1,0.32450331125827814_0.8148760330578513,-1_-1,0.6721672167216721_0.8710743801652893,-1_-1,0.23383084577114427_0.5619834710743802,0.7831460674157303_0.2958677685950413,-1_-1,-1_-1,0.5485651214128036_0.7272727272727273
13,0.7713414634146342_0.4329268292682927,0.2696476964769648_0.6585365853658537,0.6692073170731707_0.4715447154471545,0.07435508345978756_0.49796747967479676,0.17702702702702702_0.6605691056910569,0.18407960199004975_0.6707317073170732,0.7749699157641395_0.42886178861788615,-1_-1,-1_-1,-1_-1,0.37514792899408284_0.5467479674796748,-1_-1,-1_-1,0.6802168021680217_0.823170731707317,-1_-1,0.11526479750778816_0.6951219512195121,0.08384146341463415_0.7398373983739838,-1_-1,-1_-1,-1_-1,0.08656716417910448_0.6443089430894309,0.6891891891891891_0.5426829268292683,0.5447647951441578_0.7012195121951219,0.24390243902439024_0.6686991869918699,0.7466124661246613_0.4166666666666667,0.2689189189189189_0.4735772357723577,0.5365853658536586_0.4634146341463415,0.10823170731707317_0.6158536585365854,-1_-1,0.5371428571428571_0.8963414634146342,-1_-1,-1_-1,0.25609756097560976_0.3699186991869919,-1_-1,-1_-1,0.037940379403794036_0.32723577235772355,0.13821138211382114_0.046747967479674794,-1_-1,0.3202702702702703_0.3516260162601626,0.3333333333333333_0.5548780487804879,-1_-1,-1_-1,0.6311688311688312_0.052845528455284556,0.6554878048780488_0.4654471544715447,0.6905487804878049_0.24796747967479674,0.3029891304347826_0.4105691056910569,0.7640449438202247_0.5121951219512195,-1_-1,0.11005434782608696_0.7195121951219512,-1_-1,-1_-1,-1_-1,-1_-1,0.5796661608497724_0.37601626016260165,-1_-1,0.3041722745625841_0.5630081300813008,-1_-1,0.6783783783783783_0.40040650406504064,-1_-1,0.8545454545454545_0.3882113821138211,-1_-1,-1_-1,0.33062330623306235_0.6036585365853658,-1_-1,-1_-1,-1_-1,0.8170731707317073_0.5548780487804879,0.11432926829268293_0.6443089430894309,0.6339165545087483_0.40447154471544716,-1_-1,-1_-1,-1_-1,-1_-1,0.10157194679564692_0.5792682926829268,0.2899728997289973_0.18495934959349594,0.35501355013550134_0.40447154471544716,0.22794117647058823_0.32113821138211385,0.9207317073170732_0.5691056910569106,-1_-1,-1_-1,0.6883468834688347_0.5873983739837398,0.17378048780487804_0.7276422764227642,0.46646341463414637_0.49390243902439024,-1_-1,0.7801120448179272_0.5060975609756098,0.663109756097561_0.3638211382113821,-1_-1,0.7530487804878049_0.5528455284552846,-1_-1,0.5561569688768606_0.6402439024390244,-1_-1,0.36585365853658536_0.5894308943089431,-1_-1,0.8851351351351351_0.7540650406504065,-1_-1,0.25688073394495414_0.5182926829268293,0.7624309392265194_0.2621951219512195,-1_-1,-1_-1,0.4742547425474255_0.741869918699187
14,0.7459246767847105_0.47415730337078654,0.2760690172543136_0.7573033707865169,0.6458684654300169_0.34606741573033706,0.06465155331654072_0.5146067415730337,0.1338818249813014_0.6764044943820224,0.2200825309491059_0.6415730337078651,0.8095872170439414_0.5314606741573034,-1_-1,-1_-1,-1_-1,0.36280288146692863_0.5853932584269663,-1_-1,-1_-1,0.881470367591898_0.8168539325842696,-1_-1,0.08879310344827586_0.6438202247191012,0.10202360876897133_0.7033707865168539,-1_-1,-1_-1,-1_-1,0.06440957886044592_0.7202247191011236,0.6035901271503366_0.4797752808988764,0.5298068849706129_0.6876404494382022,0.2128935532233883_0.6213483146067416,-1_-1,0.27225130890052357_0.5415730337078651,0.4781144781144781_0.45955056179775283,0.07841483979763912_0.6022471910112359,-1_-1,0.5486725663716814_0.9191011235955057,-1_-1,-1_-1,0.2580101180438449_0.3325842696629214,-1_-1,0.43676222596964587_0.5067415730337078,0.044977511244377814_0.6348314606741573,0.16853932584269662_0.058426966292134834,0.9477234401349073_0.8887640449438202,0.3395661929693343_0.42921348314606744,0.33943661971830985_0.5460674157303371,-1_-1,0.1045531197301855_0.05393258426966292,0.8024425287356322_0.26179775280898876,0.6593591905564924_0.49775280898876406,0.7293423271500843_0.601123595505618,0.3007518796992481_0.4707865168539326,0.7288557213930348_0.5415730337078651,-1_-1,0.08195488721804511_0.6191011235955056,-1_-1,-1_-1,-1_-1,-1_-1,0.6616288832913518_0.744943820224719,-1_-1,0.3253909158600149_0.503370786516854,-1_-1,0.6821241585639491_0.398876404494382,-1_-1,0.8333333333333334_0.3235955056179775,-1_-1,-1_-1,0.35082458770614694_0.46853932584269664,0.204801200300075_0.6662921348314607,-1_-1,-1_-1,0.8760539629005059_0.6325842696629214,0.1205733558178752_0.6438202247191012,0.6388682055100521_0.4707865168539326,0.8399366085578447_0.035955056179775284,-1_-1,-1_-1,-1_-1,0.10910307898259705_0.5415730337078651,0.23930982745686422_0.19213483146067414,0.34433608402100524_0.47415730337078654,0.3089430894308943_0.4303370786516854,0.9139966273187183_0.49775280898876406,-1_-1,0.698876404494382_0.5370786516853933,0.6976744186046512_0.597752808988764,0.1627318718381113_0.6696629213483146,0.44276094276094274_0.4910112359550562,-1_-1,0.7978311386522076_0.5269662921348315,0.6644182124789207_0.41460674157303373,-1_-1,0.7693602693602694_0.4764044943820225,-1_-1,0.5261976047904192_0.7224719101123596,-1_-1,0.245311327831958_0.5988764044943821,-1_-1,0.8878085265519821_0.7719101123595505,-1_-1,0.25380710659898476_0.5516853932584269,0.7509549274255156_0.31348314606741573,-1_-1,-1_-1,0.5378844711177795_0.6932584269662921
15,0.7421800947867299_0.3996212121212121,0.2857142857142857_0.6761363636363636,0.6600284495021337_0.3541666666666667,0.07507082152974505_0.36174242424242425,0.12484237074401008_0.6212121212121212,0.17865429234338748_0.6382575757575758,0.29292929292929293_0.42992424242424243,-1_-1,-1_-1,-1_-1,0.3723756906077348_0.4015151515151515,-1_-1,-1_-1,0.8685208596713021_0.6912878787878788,-1_-1,0.19622093023255813_0.5284090909090909,0.11379800853485064_0.5492424242424242,-1_-1,-1_-1,-1_-1,0.05988857938718663_0.6420454545454546,0.6796973518284993_0.7026515151515151,0.5283286118980169_0.678030303030303,0.25_0.6837121212121212,-1_-1,0.2900378310214376_0.5359848484848485,0.4971590909090909_0.5511363636363636,0.10810810810810811_0.5662878787878788,-1_-1,0.5458422174840085_0.8200757575757576,-1_-1,-1_-1,0.30725462304409673_0.3465909090909091,-1_-1,0.41536273115220484_0.5284090909090909,0.09848484848484848_0.3996212121212121,0.17045454545454544_0.08143939393939394,0.9800853485064012_0.7859848484848485,0.3644388398486759_0.29734848484848486,0.342042755344418_0.5454545454545454,-1_-1,0.11095305832147938_0.06060606060606061,0.7830303030303031_0.3068181818181818,0.6614509246088194_0.3977272727272727,0.7339971550497866_0.22537878787878787,0.35361216730038025_0.3560606060606061,0.7358490566037735_0.5151515151515151,-1_-1,0.12040557667934093_0.6799242424242424,-1_-1,-1_-1,-1_-1,-1_-1,0.5694050991501416_0.3541666666666667,-1_-1,0.3228643216080402_0.48295454545454547,-1_-1,0.6569987389659521_0.38825757575757575,-1_-1,0.8150943396226416_0.3409090909090909,-1_-1,-1_-1,0.3484848484848485_0.5132575757575758,-1_-1,-1_-1,-1_-1,0.8705547652916074_0.32386363636363635,0.14366998577524892_0.6534090909090909,0.6419597989949749_0.3768939393939394,-1_-1,-1_-1,-1_-1,-1_-1,0.11399548532731377_0.6136363636363636,0.24652338811630847_0.17803030303030304,0.393173198482933_0.4053030303030303,0.273972602739726_0.3409090909090909,0.9587482219061166_0.42045454545454547,-1_-1,-1_-1,0.661188369152971_0.5549242424242424,0.3157894736842105_0.6060606060606061,0.4659090909090909_0.5113636363636364,-1_-1,0.7911227154046997_0.5340909090909091,0.6330014224751067_0.4015151515151515,-1_-1,0.7386363636363636_0.5037878787878788,-1_-1,0.5656565656565656_0.5833333333333334,-1_-1,0.2920353982300885_0.5625,-1_-1,0.8865069356872636_0.7518939393939394,-1_-1,0.25142857142857145_0.5208333333333334,0.7641752577319587_0.2784090909090909,-1_-1,-1_-1,0.5372945638432364_0.6420454545454546
16,0.7769652650822669_0.3290676416819013,0.2597560975609756_0.7349177330895795,0.654320987654321_0.3510054844606947,0.06967213114754098_0.4625228519195612,0.32968369829683697_0.5941499085923218,0.19463087248322147_0.6343692870201096,0.8138528138528138_0.28153564899451555,-1_-1,-1_-1,-1_-1,-1_-1,-1_-1,-1_-1,0.8853658536585366_0.7605118829981719,-1_-1,0.16549789621318373_0.623400365630713,0.1056241426611797_0.6910420475319927,-1_-1,-1_-1,-1_-1,0.049664429530201344_0.5740402193784278,0.6593673965936739_0.5923217550274223,0.49043715846994534_0.6617915904936015,0.35609756097560974_0.6617915904936015,-1_-1,0.25790754257907544_0.5813528336380256,0.4904109589041096_0.4716636197440585,0.10699588477366255_0.5740402193784278,-1_-1,0.5699588477366255_0.7787934186471663,-1_-1,-1_-1,0.26886145404663925_0.37842778793418647,-1_-1,-1_-1,0.08292682926829269_0.3382084095063985,0.13893967093235832_0.05850091407678245,-1_-1,0.3284671532846715_0.3290676416819013,0.3135011441647597_0.48080438756855576,-1_-1,-1_-1,0.616822429906542_0.04753199268738574,0.6694101508916324_0.45886654478976235,0.7283950617283951_0.31444241316270566,0.3056234718826406_0.3290676416819013,0.7391304347826086_0.526508226691042,-1_-1,0.12224938875305623_0.6416819012797075,-1_-1,-1_-1,-1_-1,-1_-1,0.5860655737704918_0.3711151736745887,-1_-1,0.32324455205811137_0.4680073126142596,-1_-1,0.551094890510949_0.7020109689213894,-1_-1,0.8381818181818181_0.32541133455210236,-1_-1,-1_-1,0.20243902439024392_0.5575868372943327,0.30853658536585366_0.7349177330895795,-1_-1,-1_-1,0.8724279835390947_0.5575868372943327,0.09327846364883402_0.6325411334552102,-1_-1,-1_-1,-1_-1,-1_-1,-1_-1,0.11099020674646355_0.5648994515539305,0.24146341463414633_0.21389396709323583,0.4146341463414634_0.47714808043875684,0.1782178217821782_0.2943327239488117,0.9368998628257887_0.4826325411334552,-1_-1,-1_-1,0.8060975609756098_0.5959780621572212,-1_-1,0.4876712328767123_0.49725776965265084,-1_-1,0.7858942065491183_0.4716636197440585,0.6474622770919067_0.3875685557586837,-1_-1,0.7315068493150685_0.5045703839122486,-1_-1,0.5493300852618758_0.6892138939670932,-1_-1,0.2780487804878049_0.6654478976234004,-1_-1,0.8819951338199513_0.829981718464351,-1_-1,0.22865013774104684_0.5612431444241316,0.7565217391304347_0.2851919561243144,-1_-1,-1_-1,0.5280487804878049_0.7038391224862889
17,0.2924901185770751_0.44861660079051385,0.29907773386034253_0.650197628458498,0.6577777777777778_0.37549407114624506,0.06784660766961652_0.4525691699604743,0.12763157894736843_0.6897233201581028,0.19806763285024154_0.66600790513834,0.8187134502923976_0.3577075098814229,0.9777777777777777_0.5395256916996047,-1_-1,-1_-1,0.358294930875576_0.383399209486166,-1_-1,-1_-1,0.9143610013175231_0.7529644268774703,-1_-1,0.15606060606060607_0.6679841897233202,0.12296296296296297_0.7252964426877471,-1_-1,-1_-1,-1_-1,0.29898403483309144_0.7272727272727273,0.6789473684210526_0.6758893280632411,0.5427728613569321_0.6956521739130435,0.21578947368421053_0.650197628458498,0.7747035573122529_0.44861660079051385,0.32105263157894737_0.6185770750988142,0.4940828402366864_0.5474308300395256,0.10222222222222223_0.6205533596837944,-1_-1,0.5722222222222222_0.8300395256916996,-1_-1,-1_-1,0.3125925925925926_0.4505928853754941,-1_-1,-1_-1,0.060526315789473685_0.3893280632411067,-1_-1,-1_-1,0.36447368421052634_0.31620553359683795,0.35396039603960394_0.5691699604743083,-1_-1,-1_-1,0.8926767676767676_0.24703557312252963,0.6651851851851852_0.42292490118577075,-1_-1,0.3051519154557464_0.5019762845849802,0.7595628415300546_0.6442687747035574,-1_-1,0.2285336856010568_0.7490118577075099,-1_-1,-1_-1,-1_-1,-1_-1,0.6135693215339233_0.2885375494071146,-1_-1,0.2918848167539267_0.5869565217391305,-1_-1,0.7078947368421052_0.4268774703557312,-1_-1,0.8307086614173228_0.3932806324110672,-1_-1,-1_-1,0.33157894736842103_0.658102766798419,0.29907773386034253_0.691699604743083,-1_-1,-1_-1,0.8607407407407407_0.5197628458498024,0.1348148148148148_0.7628458498023716,-1_-1,-1_-1,-1_-1,0.21052631578947367_0.5928853754940712,-1_-1,-1_-1,0.22002635046113306_0.233201581027668,0.3333333333333333_0.4426877470355731,0.2_0.3557312252964427,0.9407407407407408_0.48221343873517786,-1_-1,-1_-1,0.6534914361001317_0.575098814229249,-1_-1,0.48520710059171596_0.49407114624505927,-1_-1,0.7724795640326976_0.5237154150197628,0.6281481481481481_0.4209486166007905,-1_-1,0.7988165680473372_0.3794466403162055,-1_-1,0.5710526315789474_0.6739130434782609,-1_-1,0.308300395256917_0.6600790513833992,-1_-1,0.8855263157894737_0.8063241106719368,-1_-1,-1_-1,0.7785234899328859_0.3201581027667984,-1_-1,-1_-1,0.5349143610013175_0.6976284584980237
18,0.23159784560143626_0.33213644524236985,0.2562874251497006_0.7378815080789947,0.7106325706594886_0.38240574506283664,0.057640750670241284_0.4524236983842011,0.1003584229390681_0.6588868940754039,0.17802197802197803_0.6211849192100538,0.798936170212766_0.4362657091561939,-1_-1,-1_-1,-1_-1,0.3598326359832636_0.2872531418312388,-1_-1,-1_-1,0.829940119760479_0.8689407540394973,-1_-1,0.12947658402203857_0.6552962298025135,0.12382234185733512_0.6912028725314183,-1_-1,-1_-1,-1_-1,0.051451187335092345_0.7432675044883303,0.6881720430107527_0.6786355475763016,0.49195710455764075_0.6983842010771992,0.1937799043062201_0.718132854578097,0.08862275449101796_0.3123877917414722,0.26762246117084826_0.578096947935368,0.46774193548387094_0.40394973070017953,0.06594885598923284_0.6122082585278277,-1_-1,0.5535353535353535_0.8043087971274686,-1_-1,-1_-1,0.2597577388963661_0.38240574506283664,-1_-1,-1_-1,-1_-1,0.17055655296229802_0.04847396768402154,-1_-1,0.26881720430107525_0.33213644524236985,0.31685393258426964_0.5278276481149012,-1_-1,-1_-1,0.6314580941446614_0.06104129263913824,0.6689098250336474_0.38420107719928187,0.7227456258411844_0.644524236983842,0.3445378151260504_0.3644524236983842,0.7398212512413108_0.599640933572711,-1_-1,-1_-1,-1_-1,-1_-1,-1_-1,-1_-1,-1_-1,-1_-1,-1_-1,-1_-1,0.6833930704898447_0.39138240574506283,-1_-1,0.8035714285714286_0.348294434470377,-1_-1,-1_-1,0.2966507177033493_0.5529622980251346,-1_-1,-1_-1,-1_-1,0.8371467025572006_0.5493716337522442,0.08075370121130551_0.7989228007181328,-1_-1,-1_-1,0.5169971671388102_0.33213644524236985,-1_-1,-1_-1,-1_-1,0.25149700598802394_0.24057450628366248,0.38203592814371257_0.41831238779174146,0.23376623376623376_0.40754039497307004,0.9286675639300135_0.49012567324955114,-1_-1,-1_-1,0.667065868263473_0.696588868940754,0.1480484522207268_0.8868940754039497,0.4381720430107527_0.49730700179533216,-1_-1,0.7920792079207921_0.5583482944344704,0.6150740242261103_0.35727109515260325,-1_-1,0.7338709677419355_0.5565529622980251,-1_-1,0.5442583732057417_0.6427289048473968,-1_-1,0.2958083832335329_0.585278276481149,-1_-1,0.8817204301075269_0.7881508078994613,-1_-1,0.2756756756756757_0.5457809694793537,0.757020757020757_0.3123877917414722,-1_-1,-1_-1,0.5137724550898204_0.718132854578097
19,0.7423991155334438_0.41261061946902655,0.29129793510324486_0.6825221238938053,0.654228855721393_0.3418141592920354,0.053674649050371594_0.46238938053097345,0.13245033112582782_0.6736725663716814,0.20568335588633288_0.6626106194690266,0.7956777996070727_0.4413716814159292,-1_-1,-1_-1,-1_-1,0.3801546391752577_0.5154867256637168,-1_-1,-1_-1,0.8606194690265486_0.7986725663716814,-1_-1,0.14249363867684478_0.668141592920354,0.09618573797678276_0.6692477876106194,-1_-1,-1_-1,-1_-1,0.041396103896103896_0.6880530973451328,0.6313465783664459_0.6349557522123894,0.532617671345995_0.6559734513274337,0.34513274336283184_0.6825221238938053,-1_-1,0.27078734363502577_0.5276548672566371,0.49917081260364843_0.4778761061946903,0.10530679933665009_0.5641592920353983,-1_-1,0.5746268656716418_0.8152654867256637,-1_-1,-1_-1,0.2877280265339967_0.35176991150442477,-1_-1,-1_-1,0.02654867256637168_0.36283185840707965,0.14601769911504425_0.08296460176991151,-1_-1,0.2678440029433407_0.4469026548672566,0.3254847645429363_0.5088495575221239,-1_-1,0.6384742951907131_0.786504424778761,0.7434628975265017_0.2842920353982301,0.6766169154228856_0.4059734513274336,0.7321724709784412_0.5199115044247787,0.33136094674556216_0.32964601769911506,0.7779816513761468_0.5453539823008849,-1_-1,-1_-1,-1_-1,-1_-1,-1_-1,-1_-1,0.5763831544178365_0.37610619469026546,-1_-1,0.3120879120879121_0.48451327433628316,-1_-1,0.6703458425312729_0.3938053097345133,-1_-1,0.8184818481848185_0.32079646017699115,-1_-1,-1_-1,0.3303834808259587_0.5553097345132744,-1_-1,-1_-1,-1_-1,0.8830845771144279_0.5730088495575221,0.1044776119402985_0.625,0.6190476190476191_0.4823008849557522,-1_-1,-1_-1,0.23105224429727741_0.5862831858407079,-1_-1,-1_-1,0.2558997050147493_0.21349557522123894,0.4218289085545723_0.4480088495575221,0.196_0.40376106194690264,0.9154228855721394_0.5353982300884956,-1_-1,-1_-1,0.6733038348082596_0.581858407079646,0.15754560530679934_0.827433628318584,0.4577114427860697_0.47898230088495575,-1_-1,0.7964939024390244_0.47345132743362833,0.6359867330016584_0.4314159292035398,-1_-1,0.7744610281923715_0.4358407079646018,-1_-1,0.53240058910162_0.7699115044247787,-1_-1,0.30162241887905605_0.577433628318584,-1_-1,0.8881530537159676_0.7577433628318584,-1_-1,0.2545757071547421_0.47898230088495575,0.7625845229151015_0.3075221238938053,-1_-1,-1_-1,0.5007374631268436_0.6969026548672567
20,0.6847748391708363_0.47782546494992845,0.21755725190839695_0.7010014306151645,0.7113733905579399_0.402002861230329,0.07692307692307693_0.4892703862660944,0.14652711703139867_0.6809728183118741,0.18563922942206654_0.6680972818311874,0.8128704487722269_0.45350500715307585,-1_-1,-1_-1,-1_-1,0.3616666666666667_0.4105865522174535,-1_-1,-1_-1,0.8225190839694656_0.8955650929899857,-1_-1,0.5822368421052632_0.5965665236051502,0.06223175965665236_0.6523605150214592,-1_-1,-1_-1,-1_-1,0.9369747899159664_0.7725321888412017,0.6584205518553758_0.642346208869814,0.5523504273504274_0.6123032904148784,0.15648854961832062_0.5722460658082976,-1_-1,0.24262607040913417_0.5278969957081545,0.5224839400428265_0.5951359084406295,0.1276824034334764_0.5665236051502146,-1_-1,0.5720032180209171_0.7954220314735336,-1_-1,-1_-1,0.30257510729613735_0.4062947067238913,-1_-1,-1_-1,0.022900763358778626_0.65379113018598,0.13876967095851217_0.06866952789699571,-1_-1,0.31874405328258804_0.40772532188841204,0.3655913978494624_0.5336194563662375,-1_-1,0.6502145922746781_0.592274678111588,0.6398537477148081_0.06151645207439199,0.6609442060085837_0.41487839771101576,0.7446351931330472_0.542203147353362,0.7017208413001912_0.41487839771101576,0.7136075949367089_0.4949928469241774,-1_-1,-1_-1,-1_-1,-1_-1,-1_-1,-1_-1,0.6538461538461539_0.5035765379113019,-1_-1,0.3039772727272727_0.5565092989985694,-1_-1,0.6431969552806851_0.3834048640915594,-1_-1,0.8165007112375533_0.3319027181688126,-1_-1,-1_-1,0.3110687022900763_0.6137339055793991,0.18225190839694658_0.6766809728183119,-1_-1,-1_-1,0.8744635193133047_0.5665236051502146,0.1072961373390558_0.6866952789699571,0.625_0.2861230329041488,-1_-1,0.5191873589164786_0.38197424892703863,-1_-1,-1_-1,0.1174468085106383_0.6237482117310443,0.7757633587786259_0.25178826895565093,0.4017175572519084_0.47353361945636624,0.21188630490956073_0.3547925608011445,0.9431330472103004_0.5107296137339056,-1_-1,0.5565092989985694_0.36623748211731044,0.7051526717557252_0.6409155937052933,0.2907725321888412_0.7267525035765379,0.4411134903640257_0.5021459227467812,-1_-1,0.8492610837438423_0.4363376251788269,-1_-1,-1_-1,0.7430406852248393_0.51931330472103,-1_-1,0.5542857142857143_0.6938483547925608,-1_-1,-1_-1,-1_-1,0.873453853472883_0.8354792560801144,-1_-1,0.27155172413793105_0.5178826895565093,0.8114674441205053_0.3805436337625179,-1_-1,-1_-1,0.5190839694656488_0.7238912732474965
